,index,tweet_text,emotion_in_tweet_is_directed_at,label,tweet_text_cln,alt_label,class,pred_label,pred_scores
8096,8096,"#SXSW: Mistakes Made Building @mention for iPhone (Plus, How to See Its Source Code!) {link}",iPhone,Negative emotion,"Mistakes Made Building for iPhone (Plus, How to See Its Source Code!) {link}",NEG,0,NEG,0.9109696745872498
8097,8097,"#SXSW: Mistakes Made Building Netflix for iPhone (Plus, How to See Its Source Code!) {link}",,No emotion toward brand or product,"Mistakes Made Building Netflix for iPhone (Plus, How to See Its Source Code!) {link}",NEU,1,NEG,0.9114733934402466
8098,8098,"#SXSW: Mistakes Made Building Netflix for iPhone (Plus, How to See Its Source Code!) {link} via @mention",iPad or iPhone App,Negative emotion,"Mistakes Made Building Netflix for iPhone (Plus, How to See Its Source Code!) {link} via",NEG,0,NEG,0.9100872278213501
8099,8099,"about to start - Google Doodles: Burning Man to Pac-Man and Beyond, let's ser if i get new ideas for sapo #SXSW",,No emotion toward brand or product,"about to start - Google Doodles: Burning Man to Pac-Man and Beyond, let's ser if i get new ideas for sapo",NEU,1,POS,0.573319673538208
8100,8100,"&quot;We started google doc to crowdsource/ Arab voices, Egyptians from all over world took shifts to help translate&quot; @mention #Arabspring #sxsw",,No emotion toward brand or product,"&quot;We started google doc to crowdsource/ Arab voices, Egyptians from all over world took shifts to help translate&quot;",NEU,1,NEU,0.960393488407135
8101,8101,12 #SXSW startup's elevator pitches in 12 minutes: #Ogilvy #Sydney #SXSW #podcast Ep5 #AUSXSW {link},,No emotion toward brand or product,12 startup's elevator pitches in 12 minutes: Ep5 {link},NEU,1,NEU,0.9639410376548767
8102,8102,At &quot;Staying Alive - can indie iPhone game development survive?&quot; #SXSW,,No emotion toward brand or product,At &quot;Staying Alive - can indie iPhone game development survive?&quot;,NEU,1,NEU,0.561940610408783
8103,8103,Google tested 41 shades of blue for link colors AND it made a difference. At scale the nuances really matter. #SXSW,,No emotion toward brand or product,Google tested 41 shades of blue for link colors AND it made a difference. At scale the nuances really matter.,NEU,1,POS,0.8393401503562927
8104,8104,"From a poster he saw RT @mention &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky, #911tweets panel at #SXSW.",,No emotion toward brand or product,"From a poster he saw RT &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky, panel at",NEU,1,NEU,0.9473068714141846
8105,8105,#sxsw monster mash iPad and plush giveaway {link},,No emotion toward brand or product,monster mash iPad and plush giveaway {link},NEU,1,NEU,0.5272597074508667
8106,8106,"Opened yesterday. Line too long to wait in just to look. #SXSW #sxswi @mention Apple Store, SXSW {link}",Apple,Negative emotion,"Opened yesterday. Line too long to wait in just to look. Apple Store, SXSW {link}",NEG,0,NEU,0.7802844047546387
8107,8107,At the vestibule of the temp-apple store (20 min wait) for iPad2 AT&amp;T 64g -- they've replenished the supply! #sxsw,iPad,Positive emotion,At the vestibule of the temp-apple store (20 min wait) for iPad2 AT&amp;T 64g -- they've replenished the supply!,POS,2,POS,0.9602583050727844
8108,8108,Apples Austin popup store. Line are the corner. #SXSW  #iPad  {link},,No emotion toward brand or product,Apples Austin popup store. Line are the corner. {link},NEU,1,NEU,0.8237022757530212
8109,8109,google testing a &quot;check-in&quot; thing-a-ma-jig in austin #sxsw,,No emotion toward brand or product,google testing a &quot;check-in&quot; thing-a-ma-jig in austin,NEU,1,NEU,0.9658992290496826
8110,8110,any suggestions on iphone extended battery packs for #sxsw?,,No emotion toward brand or product,any suggestions on iphone extended battery packs for,NEU,1,POS,0.5157746076583862
8111,8111,@mention stop by Austin Details Gallery to check out iPad art (including some of mine) {link} #SXSW interactive #Art,,No emotion toward brand or product,stop by Austin Details Gallery to check out iPad art (including some of mine) {link} interactive,NEU,1,POS,0.5633523464202881
8112,8112,At Apple store at #sxsw,,No emotion toward brand or product,At Apple store at,NEU,1,NEU,0.7896324396133423
8113,8113,#touchingstories &quot;Comparing magazine jargon to interactive jargon to translate to the #iPad app.&quot; #SXSW,,No emotion toward brand or product,&quot;Comparing magazine jargon to interactive jargon to translate to the app.&quot;,NEU,1,NEU,0.9021594524383545
8114,8114,#touchingstories giving us the background to STARTING. Great to hear after yesterday's presos on #uncertainty #iPad and/or #tablet #SXSW,,Positive emotion,giving us the background to STARTING. Great to hear after yesterday's presos on and/or,POS,2,POS,0.9331298470497131
8115,8115,"Touching Stories: Designing Digital Magazines for the iPad at SXSW.
{link} #SXSW",,No emotion toward brand or product,Touching Stories: Designing Digital Magazines for the iPad at SXSW. {link},NEU,1,POS,0.9138259887695312
8116,8116,Lego Mindstorm Battle of the Bots at the Google superhappydevhouse #sxsw  {link},,No emotion toward brand or product,Lego Mindstorm Battle of the Bots at the Google superhappydevhouse {link},NEU,1,POS,0.5096203684806824
8117,8117,@mention strikes a pose &amp; hopes to win an  iPad. #sxsw {link},,No emotion toward brand or product,strikes a pose &amp; hopes to win an iPad. {link},NEU,1,POS,0.5632285475730896
8118,8118,Google Tests ÛÏCheck-in OffersÛ At #SXSW {link},,No emotion toward brand or product,Google Tests ÛÏCheck-in OffersÛ At {link},NEU,1,NEU,0.9583474397659302
8119,8119,Google Tests ÛÏCheck-in OffersÛ At #SXSW {link} -&gt; is Google turning into a follower instead of a leader now? (via @mention,,No emotion toward brand or product,Google Tests ÛÏCheck-in OffersÛ At {link} -&gt; is Google turning into a follower instead of a leader now? (via,NEU,1,NEU,0.8006942868232727
8120,8120,Google Tests ÛÏCheck-in OffersÛ At SXSW {link} via @mention #google #sxsw #app,,No emotion toward brand or product,Google Tests ÛÏCheck-in OffersÛ At SXSW {link} via,NEU,1,NEU,0.9365344047546387
8121,8121,Google Tests ÛÏCheck-in OffersÛ At SXSW {link} via #google #sxsw #check-in,,No emotion toward brand or product,Google Tests ÛÏCheck-in OffersÛ At SXSW {link} via,NEU,1,NEU,0.9365344047546387
8122,8122,"Sony, Samsung follow Apple, HP lead at #SXSW
{link}",,No emotion toward brand or product,"Sony, Samsung follow Apple, HP lead at {link}",NEU,1,NEU,0.7418935894966125
8123,8123,"Sony, Samsung follow Apple, HP lead at #SXSW {link} #tech",,No emotion toward brand or product,"Sony, Samsung follow Apple, HP lead at {link}",NEU,1,NEU,0.7418935894966125
8124,8124,I was so sure that @mention could fix my broken Iphone! To bad he dosen't have the magic hands to heal dead technology. #sxsw,,No emotion toward brand or product,I was so sure that could fix my broken Iphone! To bad he dosen't have the magic hands to heal dead technology.,NEU,1,NEG,0.9684226512908936
8125,8125,About to surprise a customer waiting in line at the Apple store in Austin for the #iPad 2 with an @mention ! #SXSW #cbatsxsw,iPad,Positive emotion,About to surprise a customer waiting in line at the Apple store in Austin for the 2 with an !,POS,2,POS,0.9586896300315857
8126,8126,Can you rsvp w/o an iPhone? RT @mention RSVP HERE -&gt; {link} Perfect Attendance at #SXSW! 3/18 | LIGHT BAR! &lt;- PLEASE RT,,No emotion toward brand or product,Can you rsvp w/o an iPhone? RT RSVP HERE -&gt; {link} Perfect Attendance at 3/18 | LIGHT BAR! &lt;- PLEASE RT,NEU,1,POS,0.950128436088562
8127,8127,iPad2 #sxsw (@mention Apple POP UP Store) {link},,No emotion toward brand or product,iPad2 (@mention Apple POP UP Store) {link},NEU,1,POS,0.5591245293617249
8128,8128,&quot;#SXSW #privacybootcamp for startups with @mention @mention @mention and @mention sounds like a fight waiting to happen. Can we add Orin Hatch?,,No emotion toward brand or product,&quot;#SXSW for startups with and sounds like a fight waiting to happen. Can we add Orin Hatch?,NEU,1,NEU,0.8342338800430298
8129,8129,2100+ #SXSW artists categorized alphabetically in an easy access Google spreadsheet: {link} via {link},,No emotion toward brand or product,2100+ artists categorized alphabetically in an easy access Google spreadsheet: {link} via {link},NEU,1,NEU,0.8939014673233032
8130,8130,is at #sxsw celebrating the Beauty of the Web at the #IE9 launch and giving away a free iPad2 to one lucky... {link},iPad,Positive emotion,is at celebrating the Beauty of the Web at the launch and giving away a free iPad2 to one lucky... {link},POS,2,POS,0.9845724105834961
8132,8132,Great #sxsw ipad app from @mention {link},iPad or iPhone App,Positive emotion,Great ipad app from {link},POS,2,POS,0.9889016151428223
8133,8133,Apple #SXSW iPad2 line in Austin {link},,No emotion toward brand or product,Apple iPad2 line in Austin {link},NEU,1,NEU,0.6447893977165222
8134,8134,"So if #sxsw is only a few days, why would u spend the entire day and night in line at the #apple store?",,No emotion toward brand or product,"So if is only a few days, why would u spend the entire day and night in line at the store?",NEU,1,NEG,0.799560546875
8135,8135,Apple #sxsw pop-store has iPads again. 16gb wifi and 64gb wifi &amp; wifi/ 3G.,iPad,Positive emotion,Apple pop-store has iPads again. 16gb wifi and 64gb wifi &amp; wifi/ 3G.,POS,2,NEU,0.6875115633010864
8136,8136,"Great #SXSW session by Google's Marissa Mayer on their local strategies: Hotpot, 3D Maps, mobile AR #marissagoogle",,No emotion toward brand or product,"Great session by Google's Marissa Mayer on their local strategies: Hotpot, 3D Maps, mobile AR",NEU,1,POS,0.9594473242759705
8137,8137,"#qagb #sxsw Timely! RT @mention Bing's search engine share continues to rise, up to 13.6%. Google still tops at 65.4% {link}",Google,Positive emotion,"Timely! RT Bing's search engine share continues to rise, up to 13.6%. Google still tops at 65.4% {link}",POS,2,POS,0.8393048644065857
8138,8138,Happy #SXSW! Can't make it to Austin? Download the free featured artists of SXSW playlist on @mention {link},,No emotion toward brand or product,Happy Can't make it to Austin? Download the free featured artists of SXSW playlist on {link},NEU,1,POS,0.9713065028190613
8139,8139,"OH at #sxsw. Oh, that's just an iPad 1, I thought he was #winning.",iPad,Positive emotion,"OH at Oh, that's just an iPad 1, I thought he was",POS,2,NEU,0.9145097732543945
8140,8140,#seenatsxsw2011 Best thing seen at #sxsw so far...a man begging on a street corner for the money for iPad 2 in front of the apple store. Sad,,No emotion toward brand or product,Best thing seen at so far...a man begging on a street corner for the money for iPad 2 in front of the apple store. Sad,NEU,1,NEU,0.6041479110717773
8141,8141,@mention Sweet 8-bit pic. Are you an artist? www.zaggle.org is having an #art contest for our #iPhone app Check it out We'll be at #SXSW,,No emotion toward brand or product,Sweet 8-bit pic. Are you an artist? www.zaggle.org is having an contest for our app Check it out We'll be at,NEU,1,POS,0.8157317042350769
8142,8142,#sxsw #sxswi @mention is holding a secret show ft. Mister Heavenly+Michael Cera at 5. Free beer at 4. Location: {link},,No emotion toward brand or product,is holding a secret show ft. Mister Heavenly+Michael Cera at 5. Free beer at 4. Location: {link},NEU,1,NEU,0.6857739090919495
8143,8143,"#qagb #sxswi RT @mention Despite drawing giant crowd, Google-Bing Q&amp;A discussion is very inside baseball. #sxsw",,No emotion toward brand or product,"RT Despite drawing giant crowd, Google-Bing Q&amp;A discussion is very inside baseball.",NEU,1,NEU,0.8945814967155457
8144,8144,DAY 4: SXSWi WRAP-UP with Tracy Shea @mention and Rick and Bobby Liebling @mention - {link} #sxsw #HOTSHEET,,No emotion toward brand or product,DAY 4: SXSWi WRAP-UP with Tracy Shea and Rick and Bobby Liebling - {link},NEU,1,NEU,0.9042727947235107
8145,8145,@mention Swing by the @mention trade show booth tomorrow so we can meet in person. We're right across from Google. #SXSW,,No emotion toward brand or product,Swing by the trade show booth tomorrow so we can meet in person. We're right across from Google.,NEU,1,POS,0.7282427549362183
8146,8146,#SXSW #sxswparty Matt Damon upstairs at the Google party Maggie Maes 6th st,,No emotion toward brand or product,Matt Damon upstairs at the Google party Maggie Maes 6th st,NEU,1,NEU,0.9532423615455627
8147,8147,Yet the #SXSW #iPad Pop-up store was flawless. RT @mention Apple iPad 2 Launch: Poor Planning On AppleÛªs Part {link},Apple,Negative emotion,Yet the Pop-up store was flawless. RT Apple iPad 2 Launch: Poor Planning On AppleÛªs Part {link},NEG,0,NEG,0.9839202761650085
8148,8148,#iPad2: #SXSW attendees queue at #Apple's pop-up #store for #iPad2 - Telegraph {link} via @mention,iPad,Positive emotion,attendees queue at pop-up for - Telegraph {link} via,POS,2,NEU,0.9159830808639526
8149,8149,Massive #sxsw fail to run out of #iPad2 @mention Should have had a semi full parked out front! #justsayin {link},,Negative emotion,Massive fail to run out of Should have had a semi full parked out front! {link},NEG,0,NEG,0.9659138321876526
8150,8150,For any #SXSW folk looking for iPad 2's: The pop-up Apple store still has some in stock (a colleague just picked one up) #protip,,No emotion toward brand or product,For any folk looking for iPad 2's: The pop-up Apple store still has some in stock (a colleague just picked one up),NEU,1,POS,0.772586464881897
8151,8151,"#sxsw Is SXSW getting its own Apple store?: The geeks cried.
Yes the iPad 2 is coming, but itÛªs coming this Frid... {link}",,No emotion toward brand or product,"Is SXSW getting its own Apple store?: The geeks cried. Yes the iPad 2 is coming, but itÛªs coming this Frid... {link}",NEU,1,NEU,0.8822166323661804
8152,8152,"Download SXSW GO Mobile App for Blackberry, Android, iPhone, iPad and Windows Phone 7 - {link} #SXSW2011 #SXSW #android",,No emotion toward brand or product,"Download SXSW GO Mobile App for Blackberry, Android, iPhone, iPad and Windows Phone 7 - {link}",NEU,1,NEU,0.6959218978881836
8153,8153,I think #SXSW has taken it upon itself to make it clear to me that a Gen 1 iPhone ain't gonna cut it anymore.,,Negative emotion,I think has taken it upon itself to make it clear to me that a Gen 1 iPhone ain't gonna cut it anymore.,NEG,0,NEG,0.7991534471511841
8154,8154,Helpful #sxsw hint : charge your iPhone with your iPad charger to charge in 3/4 the time,,No emotion toward brand or product,Helpful hint : charge your iPhone with your iPad charger to charge in 3/4 the time,NEU,1,POS,0.8211989998817444
8155,8155,Yo this #SXSW iPhone app is illa-def! Go!,iPad or iPhone App,Positive emotion,Yo this iPhone app is illa-def! Go!,POS,2,POS,0.9242936372756958
8156,8156,"#Wahoos #sxsw party free beers, tacos, and ritas Thurs.
{link}",,No emotion toward brand or product,"party free beers, tacos, and ritas Thurs. {link}",NEU,1,POS,0.6826136112213135
8157,8157,"Current #SXSW plan= paper notepad (#viztalk), iPhone and iPad. No keyboard computer (netbook or laptop). Going ultralite.",,No emotion toward brand or product,"Current plan= paper notepad (#viztalk), iPhone and iPad. No keyboard computer (netbook or laptop). Going ultralite.",NEU,1,POS,0.5470907688140869
8158,8158,THE BIG #SXSW RUMOR: Google to launch ludicon based &quot;Circles&quot; facebook killer. Supposedly @mention already saw it and it's ossum.,Other Google product or service,Positive emotion,THE BIG RUMOR: Google to launch ludicon based &quot;Circles&quot; facebook killer. Supposedly already saw it and it's ossum.,POS,2,NEU,0.8053431510925293
8159,8159,Alright #SXSW someone needs to buy my iPad: {link},,No emotion toward brand or product,Alright someone needs to buy my iPad: {link},NEU,1,NEU,0.663205087184906
8160,8160,"All you #SXSW tweeps, Check out our homies @mention this Thursday. {link}",,No emotion toward brand or product,"All you tweeps, Check out our homies this Thursday. {link}",NEU,1,POS,0.6455790996551514
8161,8161,Survive #SXSW with @mention Live Music App for iPhone and Android {link},iPad or iPhone App,Positive emotion,Survive with Live Music App for iPhone and Android {link},POS,2,POS,0.81422358751297
8162,8162,"&quot;At SXSW, Apple schools the marketing experts&quot; {link} #sxsw",Apple,Positive emotion,"&quot;At SXSW, Apple schools the marketing experts&quot; {link}",POS,2,POS,0.5918951630592346
8163,8163,Only at #SxSW: &quot;My iPhone will tell me. You know what that means? #winning&quot; - @mention,iPhone,Positive emotion,Only at &quot;My iPhone will tell me. You know what that means? -,POS,2,NEU,0.5733997821807861
8164,8164,"@mention SXSW.  First lecture: Why my phone should turn off the stove. Http://bit.ly/reword_app
#SXSW #reword #AppStore",,No emotion toward brand or product,SXSW. First lecture: Why my phone should turn off the stove. Http://bit.ly/reword_app,NEU,1,NEU,0.8764873743057251
8165,8165,Lifters at {link} Google's League of Extraordinary H4ckers @mention #sxsw,,No emotion toward brand or product,Lifters at {link} Google's League of Extraordinary H4ckers,NEU,1,NEU,0.9515972137451172
8166,8166,\(å«Ð_`)/ RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by #Mashable,,No emotion toward brand or product,\(å«Ð_`)/ RT New for now in the App Store includes UberGuide to sponsored by,NEU,1,NEU,0.5534403920173645
8167,8167,#madmen RT @mention Hanging out with @mention at the @mention #google Industry Party...good crowd!  #sxsw,,No emotion toward brand or product,RT Hanging out with at the Industry Party...good crowd!,NEU,1,POS,0.9900874495506287
8168,8168,"AGREED! RT @mention If u could afford to attend #SXSW or buy an iPad today, consider saving a few $$$ for Japan earthquake relief.",,No emotion toward brand or product,"AGREED! RT If u could afford to attend or buy an iPad today, consider saving a few $$$ for Japan earthquake relief.",NEU,1,POS,0.5648766756057739
8169,8169,Come visit @mention on Aisle 1300 across from Google. #SXSW (@mention SXSW Trade Show w/ @mention {link},,No emotion toward brand or product,Come visit on Aisle 1300 across from Google. (@mention SXSW Trade Show w/ {link},NEU,1,POS,0.5782362222671509
8170,8170,crazy!  RT @mention Woah.  Dude at #sxsw gets branded tattoo in exchange for iPad.  No really. {link} @mention,,No emotion toward brand or product,crazy! RT Woah. Dude at gets branded tattoo in exchange for iPad. No really. {link},NEU,1,NEU,0.6834180951118469
8171,8171,"gd idea RT @mention &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky, #911tweets panel at #SXSW.",,No emotion toward brand or product,"gd idea RT &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky, panel at",NEU,1,NEU,0.7107104659080505
8172,8172,"ha, wow RT @mention Apple Opening Temporary iPad 2 Store to Handle #SXSW Demand {link}",Apple,Positive emotion,"ha, wow RT Apple Opening Temporary iPad 2 Store to Handle Demand {link}",POS,2,NEU,0.5425229072570801
8173,8173,"Hmmm... RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",,No emotion toward brand or product,"Hmmm... RT Google to Launch Major New Social Network Called Circles, Possibly Today {link}",NEU,1,NEU,0.839441180229187
8174,8174,huuray! RT @mention In Japan: Docomo introduced mobile apps six years before Apple came out with app store. #jpmobilesummit #sxsw,,No emotion toward brand or product,huuray! RT In Japan: Docomo introduced mobile apps six years before Apple came out with app store.,NEU,1,NEU,0.9530137181282043
8175,8175,Huzzah! RT @mention Yes! Gowalla wins best Andoid app at the Team Android Choice Awards. Thanks all! #sxsw,Android App,Positive emotion,Huzzah! RT Yes! Gowalla wins best Andoid app at the Team Android Choice Awards. Thanks all!,POS,2,POS,0.9866244792938232
8176,8176,"I'm in! RT @mention RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",,No emotion toward brand or product,"I'm in! RT RT Google to Launch Major New Social Network Called Circles, Possibly Today {link}",NEU,1,POS,0.7487828135490417
8177,8177,Jaysis! RT @mention RT @mention Whoa! line at the pop up apple store in downtown #sxsw  {link},,No emotion toward brand or product,Jaysis! RT RT Whoa! line at the pop up apple store in downtown {link},NEU,1,POS,0.6851237416267395
8178,8178,Lazers! RT @mention on display tonite: {link} #gsdm #google Industry Party: {link} #sxsw,,No emotion toward brand or product,Lazers! RT on display tonite: {link} Industry Party: {link},NEU,1,NEU,0.7670068740844727
8179,8179,"Me too! RT @mention My #agnerd confession, using laptop, iPad and blackberry to follow #SXSW from afar to see #agchat",iPad,No emotion toward brand or product,"Me too! RT My confession, using laptop, iPad and blackberry to follow from afar to see",NEU,1,NEU,0.5633093118667603
8180,8180,Me too. RT @mention Love it. #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;,Apple,Positive emotion,Me too. RT Love it. &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;,POS,2,POS,0.9737469553947449
8181,8181,Noh donlot @mention @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW (cont) {link},,No emotion toward brand or product,Noh donlot New for now in the App Store includes UberGuide to (cont) {link},NEU,1,NEU,0.626129150390625
8182,8182,NU user RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by #Mashable,,No emotion toward brand or product,NU user RT New for now in the App Store includes UberGuide to sponsored by,NEU,1,NEU,0.5372710824012756
8183,8183,sketchy RT @mention Apple to open temporary store for #SXSW at 6th and Congress {link},,No emotion toward brand or product,sketchy RT Apple to open temporary store for at 6th and Congress {link},NEU,1,NEU,0.9240260720252991
8184,8184,"So true RT @mention If there was a popup store in Austin that sold nothing but iPhone battery extenders, it would make so much money. #sxsw",,No emotion toward brand or product,"So true RT If there was a popup store in Austin that sold nothing but iPhone battery extenders, it would make so much money.",NEU,1,NEU,0.7845678925514221
8185,8185,Thanks! RT @mention #sxsw #touchingstories great presentation on future of digital magazines {link} (@mention,,No emotion toward brand or product,Thanks! RT great presentation on future of digital magazines {link} (@mention,NEU,1,POS,0.9865180850028992
8186,8186,Thanks! RT @mention Awesome presentation on digital magazines {link} #touchingstories #SXSW #gsdm,,No emotion toward brand or product,Thanks! RT Awesome presentation on digital magazines {link},NEU,1,POS,0.9905361533164978
8187,8187,Thx for RT @mention RT @mention Is it bad that I just want to go home and read my Google Reader feed? #geek #sxsw,,Positive emotion,Thx for RT RT Is it bad that I just want to go home and read my Google Reader feed?,POS,2,NEU,0.8705738186836243
8188,8188,"What? | RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",,No emotion toward brand or product,"What? | RT Google to Launch Major New Social Network Called Circles, Possibly Today {link}",NEU,1,NEU,0.8097929358482361
8189,8189,Woohoo! RT @mention @mention #hollergram app is killing it at #sxsw {link},iPad or iPhone App,Positive emotion,Woohoo! RT app is killing it at {link},POS,2,POS,0.9922230839729309
8190,8190,"Woohoo! RT @mention Details for the iPad 2 giveaway coming tonight, RT this! #SXSW #sxswi",iPad,Positive emotion,"Woohoo! RT Details for the iPad 2 giveaway coming tonight, RT this!",POS,2,POS,0.9633795022964478
8191,8191,Woohoo! RT @mention The Go Game launches do-it-yourself iPhone scavenger hunts {link} (via @mention see you at #SXSW,iPad or iPhone App,Positive emotion,Woohoo! RT The Go Game launches do-it-yourself iPhone scavenger hunts {link} (via see you at,POS,2,POS,0.929857075214386
8192,8192,"Xcitng: RT @mention #SxSW approaching &amp; so are our soft launch plans.#Android demo running,flyers printed and T-shirts packed for #Austin",,No emotion toward brand or product,"Xcitng: RT approaching &amp; so are our soft launch plans.#Android demo running,flyers printed and T-shirts packed for",NEU,1,POS,0.6764774322509766
8193,8193,If u're at #sxsw don't u have cooler things to do? RT @mention 10:30 AM line at Apple pop-up store. It opens at 5 PM. #sxsw {link},Apple,No emotion toward brand or product,If u're at don't u have cooler things to do? RT 10:30 AM line at Apple pop-up store. It opens at 5 PM. {link},NEU,1,POS,0.6555492877960205
8194,8194,Someone at #SXSW needs to host a race between the SMS apps for iPhone pink slips. Or probably something much cooler than that.,,No emotion toward brand or product,Someone at needs to host a race between the SMS apps for iPhone pink slips. Or probably something much cooler than that.,NEU,1,POS,0.7412974834442139
8195,8195,"Someone at #sxsw stole my ipad from mtg room 9abc, and it wasn't even a new one. Talk about lame.",,No emotion toward brand or product,"Someone at stole my ipad from mtg room 9abc, and it wasn't even a new one. Talk about lame.",NEU,1,NEG,0.9835334420204163
8196,8196,"Friends at #sxsw, can you take some 360 views with 360 Panorama - {link} - so I feel like I'm there? I'll gift you the app =)!",,Positive emotion,Friends at can you take some 360 views with 360 Panorama - {link} - so I feel like I'm there? I'll gift you the app =)!,POS,2,POS,0.8792330622673035
8197,8197,"Next up at #sxsw, ding dong with Google and Bing over search listings: {link} Who's here?",,No emotion toward brand or product,Next up at ding dong with Google and Bing over search listings: {link} Who's here?,NEU,1,NEU,0.7585526704788208
8198,8198,Spotted at #SXSW: Man in need of an iPad (2?) ÛÒ {link} #sxswi,iPad,Positive emotion,Spotted at Man in need of an iPad (2?) ÛÒ {link},POS,2,NEU,0.93769770860672
8199,8199,"spotted at #sxsw: table of three people with 8 phones, an iPad and a MacBook out. #gadgetoverload",,No emotion toward brand or product,"spotted at table of three people with 8 phones, an iPad and a MacBook out.",NEU,1,NEU,0.7113637924194336
8200,8200,"g*d dammit #sxsw! Last year, you stole my #bike. This year, my #iPhone!",,No emotion toward brand or product,"g*d dammit Last year, you stole my This year, my",NEU,1,NEG,0.9835504293441772
8201,8201,Are you at #sxsw? Check out #Tokii in the the Maple Leaf Digital Lounge {link} www.tokii.com,,No emotion toward brand or product,Are you at Check out in the the Maple Leaf Digital Lounge {link} www.tokii.com,NEU,1,NEU,0.9769091010093689
8202,8202,Arrived at #SXSW.  Never seen so much free advertising for @mention products  {link},,No emotion toward brand or product,Arrived at Never seen so much free advertising for products {link},NEU,1,NEU,0.7361368536949158
8203,8203,Find me at #SXSWi for info on how to get your FREE Android phone from @mention #sxsw,,No emotion toward brand or product,Find me at for info on how to get your FREE Android phone from,NEU,1,NEU,0.6220607757568359
8204,8204,"Kicking it 80's style at the @mention party with @mention and @mention #SXSW
 {link} {link}",,No emotion toward brand or product,Kicking it 80's style at the party with and {link} {link},NEU,1,POS,0.5496094822883606
8206,8206,Hmmm is it a bit weird that #sxsw is not tending but Google Circle is?,,No emotion toward brand or product,Hmmm is it a bit weird that is not tending but Google Circle is?,NEU,1,NEG,0.7584611773490906
8207,8207,"If you got a view master last night, we can't wait to see your discs! Most popular wins an iPad 2! #sxsw",,No emotion toward brand or product,"If you got a view master last night, we can't wait to see your discs! Most popular wins an iPad 2!",NEU,1,POS,0.9895540475845337
8208,8208,"In line at an impromptu &quot;pop-up&quot;
Apple Store at #SXSWÛÓLots of social media folk promoting apps including @mention Also saw @mention in line",,No emotion toward brand or product,In line at an impromptu &quot;pop-up&quot; Apple Store at of social media folk promoting apps including Also saw in line,NEU,1,NEU,0.7017834186553955
8209,8209,Anyone got any news on the #Google Circles social networking announcement at #sxsw ?,,No emotion toward brand or product,Anyone got any news on the Circles social networking announcement at ?,NEU,1,NEU,0.9736614227294922
8210,8210,Can't wait anymore!!! :)) &quot;Google to Launch Major New Social Network Called Circles&quot; (via @mention {link} #google #circles #sxsw,Other Google product or service,Positive emotion,Can't wait anymore!!! :)) &quot;Google to Launch Major New Social Network Called Circles&quot; (via {link},POS,2,POS,0.9917595982551575
8211,8211,"Some great app interface examples - moma, target, flipboard, CNN, NBA courtside @mention iPad interfaces session #sxsw",iPad or iPhone App,Positive emotion,"Some great app interface examples - moma, target, flipboard, CNN, NBA courtside iPad interfaces session",POS,2,POS,0.9814738631248474
8212,8212,Crazy that Apple is opening a temporary store in Austin tomorrow to handle the rabid #sxsw eye pad too seekers.,,No emotion toward brand or product,Crazy that Apple is opening a temporary store in Austin tomorrow to handle the rabid eye pad too seekers.,NEU,1,NEU,0.5182163119316101
8213,8213,new job at Apple? ÛÏ@mention Met the team that set up the #sxsw Apple store - set up whole place from nothing in 3 days. Great work!Û,Apple,Positive emotion,new job at Apple? ÛÏ@mention Met the team that set up the Apple store - set up whole place from nothing in 3 days. Great work!Û,POS,2,POS,0.9923128485679626
8214,8214,"÷¼ As right as rain! ÷_ {link} ã_ #edchat #musedchat #sxsw #sxswi
#classical #newTwitter",,No emotion toward brand or product,÷¼ As right as rain! ÷_ {link} ã_,NEU,1,NEG,0.7395899295806885
8215,8215,Leo laport At apple popup store for #sxsw.  He is taping for # {link} ipadtoday,,No emotion toward brand or product,Leo laport At apple popup store for He is taping for {link} ipadtoday,NEU,1,NEU,0.8462555408477783
8216,8216,Rockin out at the Party Lake It's 1986 Party! #google #ACLU #SXSW  @mention Maggie Mae's {link},,No emotion toward brand or product,Rockin out at the Party Lake It's 1986 Party! Maggie Mae's {link},NEU,1,NEU,0.723013162612915
8217,8217,You cannot be #winning at #SXSW without getting the new iPad. Just ask @mention #itwillbemine {link},iPad,Positive emotion,You cannot be at without getting the new iPad. Just ask {link},POS,2,NEU,0.6075279712677002
8218,8218,"&quot;just because somebody patented something, doesn't meant they're using it&quot; - @mention google #SXSW",,No emotion toward brand or product,"&quot;just because somebody patented something, doesn't meant they're using it&quot; - google",NEU,1,NEU,0.9397991895675659
